0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
4.691731832971944849e-01 , -4.809421647115570408e-01 , -4.029485929189164373e-01
-7.686562556721846740e+00 , -1.146055273197032776e+01 , -3.671669797478915309e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-4.102433292002976017e+00 , -3.739783331284940449e-01 , -5.995271827179630364e+00
2.056196600982689304e-01 , -1.230536569692840670e-01 , -1.208478571366756182e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-4.883165031036533321e+00 , -2.694911790503262683e-01 , -1.116810943005594581e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
1.309505455545674768e-01 , -4.056985329997558204e-02 , -1.073703278609655920e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-8.537841101211083128e+01 , -3.385530880206233206e+01 , -9.852618015193979772e+01
1.630140045297915341e-01 , -2.710128903104185305e-01 , -1.634404026113741581e-01
4.918785903531634474e-01 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
-2.864960247147348982e-01 , -7.624860120329282065e-01 , -1.812692124141164762e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
1.336262965531684888e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
8.679033849266086786e-01 , 1.555814029139168220e+00 , 8.759657320213163345e-01
8.270255289575436652e-01 , -8.896830064223647250e-02 , 0.000000000000000000e+00
9.202836651680610380e-01 , 8.018203862034379847e-01 , 5.821120633565717295e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
2.646217365616163608e-01 , 0.000000000000000000e+00 , -3.568896133992426750e-02
2.676993739681203799e+00 , 7.050090060915567003e-01 , 7.995862508802267232e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
1.743245105899348391e-01 , -1.912009555596788091e-01 , -1.675386434449183948e-01
-1.295866425724124138e+00 , -8.564108549672245774e-01 , -1.050499755967867266e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
2.363999999999999990e-01 , 1.739054207260095630e+00 , 5.050181803061993824e-01
1.358404085503410463e-02 , -9.000000000000001055e-02 , 1.779954991249729779e-01
0.000000000000000000e+00 , 6.291404684263827152e-01 , 1.460536651014227305e-01
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
0.000000000000000000e+00 , 0.000000000000000000e+00 , 0.000000000000000000e+00
